report_date,property_id,property_name,unit_type,excluded_units,rentable_units,occupied_units,available_units,avg_market_rent,avg_budgeted_rent,avg_advertised_rate,avg_scheduled_rent,avg_actual_charges,avg_scheduled_charges,current_preleased_new_count,prior_preleased_new_count,current_preleased_renewal_count,prior_preleased_renewal_count,current_preleased_total_count,prior_preleased_total_count,current_preleased_percent,prior_preleased_percent,variance
2025-02-11,1197886,The Caswell at Runnymeade,A5.1,0,6,6,6,2711.3333333333335,2832,2519,2815.3333333333335,13893.603333333333,2815.3333333333335,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,A5.2,0,6,6,6,2040.5,2085.75,2697,2837.5,5283.139999999999,2837.5,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,A6,0,4,4,4,2798,2798,2723,2334,13968.97,2334,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,A7,0,8,8,8,2820.6,3002,2723,2975.8,9402.126,2975.8,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,B1,2,83,73,83,3013.92,3103.78,2874.34,3155.84,11470.7842,3155.84,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,B1.2,0,7,6,7,3140.3333333333335,3257.3333333333335,2881,3263,22045.603333333333,3263,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,B2,0,38,31,38,3165.8,3264.84,2615.36,3381.72,11793.3876,3381.72,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,B3.1,0,4,3,4,3181,3181,2881,3341,12015.16,3341,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,B3.3,0,2,1,2,1854.5,1854,2889,3559,9177.16,3559,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,C1,0,16,15,16,4002.3333333333335,4050.1111111111113,3638.3333333333335,3287.3333333333335,13950.861111111111,3287.3333333333335,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,C2,0,32,26,32,3558.35,3655.2,3571.8,4189.2,14596.837,4189.2,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,A1,0,14,14,14,109.64285714285714,134.87214285714285,1966.7857142857142,2128.214285714286,0,2128.214285714286,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,A2 Deluxe,0,28,28,28,350,203.95499999999998,2107.8571428571427,1094.642857142857,0,1094.642857142857,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,B1,0,28,28,28,184.25925925925927,222.28888888888886,1356.4814814814815,1339.8148148148148,0,1339.8148148148148,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,B2,0,28,28,28,305.81481481481484,385.29185185185185,1486.111111111111,1460.1851851851852,0,1460.1851851851852,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,B3 XL,0,56,56,56,365.86538461538464,257.08153846153846,1538.4615384615386,813.3653846153846,0,813.3653846153846,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,B4 XL,0,56,56,56,425.0925925925926,370.74074074074076,1430.3703703703704,844.3518518518518,0,844.3518518518518,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,D1,0,56,48,56,384.0243902439024,451.2556097560975,1146.341463414634,1057.9268292682927,0,1057.9268292682927,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,D2,0,56,55,56,312.6923076923077,356.9088461538461,1167.3076923076924,1087.5,0,1087.5,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,D3,0,56,53,56,476.57142857142856,544.5,1190.1785714285713,1153.5714285714287,0,1153.5714285714287,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,D4,0,56,56,56,198.64285714285714,241.07142857142858,1161.607142857143,1209.8214285714287,0,1209.8214285714287,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,D5,0,56,56,56,232.97222222222223,253.4911111111111,1201.388888888889,1228.4722222222222,0,1228.4722222222222,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,M1,0,84,82,84,781.4897959183673,1019.020612244898,1760.8163265306123,1686.1224489795918,0,1686.1224489795918,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,S1,0,42,41,42,801.8333333333334,1080.57,1748.3333333333333,1970.6666666666667,0,1970.6666666666667,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,S2,0,28,28,28,1159.6666666666667,1579.188,1763.6666666666667,2061.3333333333335,0,2061.3333333333335,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,S3 XL,0,28,28,28,481.45454545454544,352.27272727272725,1692.7272727272727,1088.1818181818182,0,1088.1818181818182,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,A1,0,1,0,1,0,0,2320,2435,0,2435,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,B1,0,36,35,36,536.40625,562.4275,1864.1875,1243.53125,0,1243.53125,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,B2,0,34,33,34,501.61290322580646,514.6683870967742,1153.7096774193549,1366.6774193548388,0,1366.6774193548388,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,C1,0,3,2,3,1215,1290,1365,1480,0,1480,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,D1,0,180,166,180,196.5177304964539,200.6409219858156,857.9787234042553,980.7304964539007,0,980.7304964539007,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,D2,0,140,121,140,465.5769230769231,488.6946153846154,905.5769230769231,1010.4487179487179,0,1010.4487179487179,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,D3,0,64,55,64,384.03846153846155,378.30384615384617,788.2692307692307,1009.6153846153846,0,1009.6153846153846,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,D4,0,45,27,45,680.5,766.5969230769231,793.4615384615385,997.8846153846154,0,997.8846153846154,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,D5,0,36,31,36,183.4,184.084,900.2,950.8,0,950.8,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,E1,0,90,76,90,414.1842105263158,440.78,844.078947368421,927.6315789473684,0,927.6315789473684,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,E1 Alt,0,45,33,45,764.4545454545455,793.8363636363637,780.9090909090909,948.6363636363636,0,948.6363636363636,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,E2,0,54,44,54,345,353.18548387096774,855.9677419354839,836.1290322580645,0,836.1290322580645,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,E3,0,45,42,45,200.5,214.055,841.5,922.75,0,922.75,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,A1,0,36,36,36,0,1218.4012500000001,1904.84375,1968.4375,0,1968.4375,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,A2,0,4,4,4,0,550,1820,1916.6666666666667,0,1916.6666666666667,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,A3,0,1,1,1,0,0,2500,2600,0,2600,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,B1,0,42,42,42,0,362.370243902439,1179.2682926829268,1320.8536585365853,0,1320.8536585365853,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,B2,0,4,4,4,0,997.5,1470,1542.5,0,1542.5,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,B3,0,2,2,2,0,1350,1440,1567.5,0,1567.5,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,C1,0,3,3,3,0,754.4466666666667,1233.3333333333333,1286.6666666666667,0,1286.6666666666667,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,D1,0,252,252,252,10.077720207253886,532.5784974093264,1099.2487046632125,1111.839378238342,0,1111.839378238342,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,D2,0,4,4,4,0,761.25,1100,1177.5,0,1177.5,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,D3,0,40,40,40,0,301.0769230769231,1075.3846153846155,1130,0,1130,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,E1,0,15,15,15,0,677.864,986.6666666666666,1032.3333333333333,0,1032.3333333333333,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,E2,0,30,30,30,28.166666666666668,490.064,927,1059.3333333333333,0,1059.3333333333333,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,E3,0,5,5,5,0,168.6,1009,1070,0,1070,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,F1,0,6,6,6,0,530,891.6666666666666,941.6666666666666,0,941.6666666666666,0,0,0,0,0,0,0,0,0
2025-02-11,518046,The Rise at Northgate,S1,0,21,21,21,0,859.8315,1742.5,1760.25,0,1760.25,0,0,0,0,0,0,0,0,0
2025-02-11,100064798,The Stretch,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,100064798,The Stretch,2x2,0,144,141,144,500.078125,446.3125,13.28125,859.5,0,859.5,0,0,0,0,0,0,0,0,0
2025-02-11,100064798,The Stretch,2x2 Loft,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,100064798,The Stretch,3x3 Loft,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,100064798,The Stretch,4x4,0,384,368,384,409.63576158940396,350.6953642384106,8.940397350993377,669.4304635761589,0,669.4304635761589,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,A1,0,3,3,3,0,920,3000,2933.3333333333335,0,2933.3333333333335,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,A2,0,1,1,1,0,0,2680,2880,0,2880,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B1,0,2,2,2,0,0,1820,1820,0,1820,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B2,0,10,9,10,0,0,1850,1820,0,1820,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B3,0,4,3,4,0,457.4375,1925,2037.5,0,2037.5,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B4,0,2,2,2,0,1892.5,2000,2100,0,2100,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B5 - SHARED,0,44,43,44,459.72727272727275,424.4818181818182,1005.2272727272727,961.8181818181819,0,961.8181818181819,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B5.2 DELUXE,0,12,6,12,0,315.2233333333333,1853.3333333333333,886.6666666666666,0,886.6666666666666,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B6 DELUXE,0,36,28,36,740,697.3725000000001,1946.25,970.625,0,970.625,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B7 - SEMI-SHARED,0,12,8,12,367.5,838.6875,960,863.75,0,863.75,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B8 DELUXE,0,28,20,28,0,582.5,1760,885,0,885,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B9 - SHARED,0,24,24,24,131.95652173913044,124.92391304347827,733.4782608695652,893.0434782608696,0,893.0434782608696,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,C1,0,3,3,3,1450,1535,1610,1615,0,1615,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,C2 - SEMI-SHARED,0,16,10,16,0,1145,1580,1215,0,1215,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,C3,0,21,21,21,0,577.0173684210527,1655,1725.5263157894738,0,1725.5263157894738,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,D1,0,28,21,28,0,0,1535,1535,0,1535,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,D2 - SEMI-SHARED,0,5,4,5,0,0,1355,1535,0,1535,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,D3 - SEMI-SHARED,0,12,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,D4 - SEMI-SHARED,0,12,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,S1,0,1,1,1,0,0,0,1386,0,1386,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,S2,0,14,14,14,0,590.93,1101.2857142857142,1259.9285714285713,0,1259.9285714285713,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - C1,0,6,6,6,0,973.3333333333334,1535,1594.3333333333333,0,1594.3333333333333,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - C2,0,6,6,6,299.8,584,1535,1520.6,0,1520.6,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - C3,0,3,3,3,0,0,1750,1916.6666666666667,0,1916.6666666666667,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - C3.1,0,3,3,3,0,0,3500,1916.6666666666667,0,1916.6666666666667,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - C4,0,12,12,12,136.27272727272728,788.1818181818181,1535,1515.3636363636363,0,1515.3636363636363,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D1,0,56,55,56,107.14545454545454,449.9467272727273,1495.8181818181818,1540.4545454545455,0,1540.4545454545455,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D1.2,0,32,32,32,270.44,672.7488,1180.8,1498.48,0,1498.48,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D2,0,8,8,8,0,412.85714285714283,1487.142857142857,1588.4285714285713,0,1588.4285714285713,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D3,0,4,4,4,0,0,757.5,1495,0,1495,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D4 - SEMI-SHARED,0,10,10,10,0,0,717.1428571428571,1359.2857142857142,0,1359.2857142857142,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D5,0,16,16,16,90.88235294117646,503.8235294117647,1226.4705882352941,1487.8823529411766,0,1487.8823529411766,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D6 - SEMI-SHARED,0,15,12,15,107.3076923076923,640.0015384615385,1243.076923076923,1407.8461538461538,0,1407.8461538461538,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D8 - SEMI-SHARED,0,6,6,6,1234,1345,1595,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D9,0,15,15,15,0,0,1388.3333333333333,1489.3333333333333,0,1489.3333333333333,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - E1,0,10,10,10,433,466.6666666666667,1480,1545.5555555555557,0,1545.5555555555557,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - F1,0,18,18,18,691,634.1657142857143,1536.4285714285713,1546.142857142857,0,1546.142857142857,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - F2,0,6,6,6,0,0,1655,1688.3333333333333,0,1688.3333333333333,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - F3,0,6,4,6,797,731.665,1565,1587,0,1587,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - F4,0,18,16,18,0,290.5,1510.6666666666667,1485.1333333333334,0,1485.1333333333334,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - F5,0,18,16,18,98.6875,92.7775,1499.0625,1664.6875,0,1664.6875,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,A,0,6,6,6,799.5,747.44,1311.75,1800.75,0,1800.75,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,B,0,96,93,96,916.1025641025641,900.3976923076922,1138.4615384615386,1266.7435897435898,0,1266.7435897435898,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,D1,0,256,222,256,606.7213114754098,582.3934426229508,975.4918032786885,1040.8852459016393,0,1040.8852459016393,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,D2,0,64,49,64,827.7272727272727,807.4090909090909,995,1068.8181818181818,0,1068.8181818181818,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,D3,0,192,154,192,769.1590909090909,746.8320454545454,985,1051.6136363636363,0,1051.6136363636363,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,E,0,120,116,120,301.8378378378378,273.3737837837838,993.9639639639639,1081.8918918918919,0,1081.8918918918919,0,0,0,0,0,0,0,0,0
