report_date,property_id,property_name,unit_type,excluded_units,rentable_units,occupied_units,available_units,current_preleased_new_count,prior_preleased_new_count,current_preleased_renewal_count,prior_preleased_renewal_count,current_preleased_total_count,prior_preleased_total_count,current_preleased_percent,prior_preleased_percent,variance
2025-02-11,641240,Academy 65,S1,0,5,5,5,0,0,0,0,0,0,0,0,0
2025-02-11,641240,Academy 65,S2,0,5,5,5,0,0,0,0,0,0,0,0,0
2025-02-11,676055,Academy Lincoln,B1,0,30,30,30,0,0,0,0,0,0,0,0,0
2025-02-11,676055,Academy Lincoln,B2,0,38,38,38,0,0,0,0,0,0,0,0,0
2025-02-11,676055,Academy Lincoln,B3 Townhome,0,14,13,14,0,0,0,0,0,0,0,0,0
2025-02-11,676055,Academy Lincoln,C1,0,42,42,42,0,0,0,0,0,0,0,0,0
2025-02-11,676055,Academy Lincoln,D1,0,472,466,472,0,0,0,0,0,0,0,0,0
2025-02-11,676055,Academy Lincoln,D2,0,36,35,36,0,0,0,0,0,0,0,0,0
2025-02-11,676055,Academy Lincoln,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,B1,0,8,8,8,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,B2,0,8,8,8,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,B3,0,10,9,10,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,B4,0,2,2,2,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,B5,0,2,2,2,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,C1,0,12,12,12,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,D1,0,16,16,16,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,D1 Balcony,0,16,16,16,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,D2,0,48,47,48,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,D3 Balcony,0,12,10,12,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,M1 Murphy,0,4,4,4,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,M1 Murphy Balcony,0,12,12,12,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,S1,0,4,4,4,0,0,0,0,0,0,0,0,0
2025-02-11,739076,1008 S. 4th,S2,0,4,4,4,0,0,0,0,0,0,0,0,0
2025-02-11,739079,307 E. Daniel,D1,0,40,40,40,0,0,0,0,0,0,0,0,0
2025-02-11,739080,501 S. 6th,B1,0,2,2,2,0,0,0,0,0,0,0,0,0
2025-02-11,739080,501 S. 6th,B2,0,2,2,2,0,0,0,0,0,0,0,0,0
2025-02-11,739080,501 S. 6th,C1,0,12,12,12,0,0,0,0,0,0,0,0,0
2025-02-11,739080,501 S. 6th,C2,0,12,12,12,0,0,0,0,0,0,0,0,0
2025-02-11,739080,501 S. 6th,D1,0,16,16,16,0,0,0,0,0,0,0,0,0
2025-02-11,739080,501 S. 6th,D2,0,16,16,16,0,0,0,0,0,0,0,0,0
2025-02-11,739080,501 S. 6th,D3 Townhome,0,4,4,4,0,0,0,0,0,0,0,0,0
2025-02-11,739080,501 S. 6th,E1 Townhome,0,20,20,20,0,0,0,0,0,0,0,0,0
2025-02-11,739080,501 S. 6th,E2 Townhome,0,20,20,20,0,0,0,0,0,0,0,0,0
2025-02-11,739084,908 S. 1st,A1,0,16,15,16,0,0,0,0,0,0,0,0,0
2025-02-11,739084,908 S. 1st,B1,0,8,8,8,0,0,0,0,0,0,0,0,0
2025-02-11,739084,908 S. 1st,B2,0,16,16,16,0,0,0,0,0,0,0,0,0
2025-02-11,739084,908 S. 1st,B3,0,8,8,8,0,0,0,0,0,0,0,0,0
2025-02-11,739084,908 S. 1st,D1,0,16,16,16,0,0,0,0,0,0,0,0,0
2025-02-11,739084,908 S. 1st,M1 Murphy,0,12,11,12,0,0,0,0,0,0,0,0,0
2025-02-11,739084,908 S. 1st,M1 Murphy Balcony,0,16,15,16,0,0,0,0,0,0,0,0,0
2025-02-11,739084,908 S. 1st,M2 Murphy,0,4,3,4,0,0,0,0,0,0,0,0,0
2025-02-11,739085,1047 Commonwealth Avenue,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,739085,1047 Commonwealth Avenue,S1,0,25,25,25,0,0,0,0,0,0,0,0,0
2025-02-11,739085,1047 Commonwealth Avenue,S10,0,4,2,4,0,0,0,0,0,0,0,0,0
2025-02-11,739085,1047 Commonwealth Avenue,S11,0,24,24,24,0,0,0,0,0,0,0,0,0
2025-02-11,739085,1047 Commonwealth Avenue,S2,0,12,11,12,0,0,0,0,0,0,0,0,0
2025-02-11,739085,1047 Commonwealth Avenue,S3,0,51,48,51,0,0,0,0,0,0,0,0,0
2025-02-11,739085,1047 Commonwealth Avenue,S4,0,8,8,8,0,0,0,0,0,0,0,0,0
2025-02-11,739085,1047 Commonwealth Avenue,S5,0,10,10,10,0,0,0,0,0,0,0,0,0
2025-02-11,739085,1047 Commonwealth Avenue,S6,0,29,29,29,0,0,0,0,0,0,0,0,0
2025-02-11,739085,1047 Commonwealth Avenue,S7,0,4,3,4,0,0,0,0,0,0,0,0,0
2025-02-11,739085,1047 Commonwealth Avenue,S8,0,11,5,11,0,0,0,0,0,0,0,0,0
2025-02-11,739085,1047 Commonwealth Avenue,S9,0,5,4,5,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,A1,0,14,14,14,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,A2 Deluxe,0,28,28,28,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,B1,0,28,28,28,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,B2,0,28,28,28,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,B3 XL,0,56,56,56,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,B4 XL,0,56,56,56,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,D1,0,56,48,56,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,D2,0,56,55,56,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,D3,0,56,53,56,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,D4,0,56,56,56,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,D5,0,56,56,56,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,M1,0,84,82,84,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,S1,0,42,41,42,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,S2,0,28,28,28,0,0,0,0,0,0,0,0,0
2025-02-11,833617,The Dean Campustown,S3 XL,0,28,28,28,0,0,0,0,0,0,0,0,0
2025-02-11,952515,SOVA,A1,0,20,19,20,0,0,0,0,0,0,0,0,0
2025-02-11,952515,SOVA,B1,0,64,64,64,0,0,0,0,0,0,0,0,0
2025-02-11,952515,SOVA,B1 ALT,0,30,29,30,0,0,0,0,0,0,0,0,0
2025-02-11,952515,SOVA,C1,0,66,66,66,0,0,0,0,0,0,0,0,0
2025-02-11,952515,SOVA,D1,0,308,308,308,0,0,0,0,0,0,0,0,0
2025-02-11,952515,SOVA,D2,0,88,88,88,0,0,0,0,0,0,0,0,0
2025-02-11,952515,SOVA,D3,0,240,239,240,0,0,0,0,0,0,0,0,0
2025-02-11,952515,SOVA,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,A1,0,6,6,6,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,A2,0,17,14,17,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,A3,0,10,9,10,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,A4,0,20,20,20,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,A5,0,6,5,6,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,A6,0,5,4,5,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,A7,0,5,5,5,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,A8,0,186,168,186,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,B1,0,11,11,11,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,B2,0,22,20,22,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,C1,0,5,4,5,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1115679,ANOVA uCity Square,S1,0,168,159,168,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,A1,0,3,3,3,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,A2,0,1,1,1,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B1,0,2,2,2,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B2,0,10,9,10,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B3,0,4,3,4,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B4,0,2,2,2,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B5 - SHARED,0,44,43,44,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B5.2 DELUXE,0,12,6,12,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B6 DELUXE,0,36,28,36,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B7 - SEMI-SHARED,0,12,8,12,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B8 DELUXE,0,28,20,28,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,B9 - SHARED,0,24,24,24,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,C1,0,3,3,3,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,C2 - SEMI-SHARED,0,16,10,16,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,C3,0,21,21,21,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,D1,0,28,21,28,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,D2 - SEMI-SHARED,0,5,4,5,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,D3 - SEMI-SHARED,0,12,10,12,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,D4 - SEMI-SHARED,0,12,10,12,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,S1,0,1,1,1,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,S2,0,14,14,14,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - C1,0,6,6,6,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - C2,0,6,6,6,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - C3,0,3,3,3,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - C3.1,0,3,3,3,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - C4,0,12,12,12,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D1,0,56,55,56,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D1.2,0,32,32,32,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D2,0,8,8,8,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D3,0,4,4,4,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D4 - SEMI-SHARED,0,10,10,10,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D5,0,16,16,16,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D6 - SEMI-SHARED,0,15,12,15,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D8 - SEMI-SHARED,0,6,6,6,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - D9,0,15,15,15,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - E1,0,10,10,10,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - F1,0,18,18,18,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - F2,0,6,6,6,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - F3,0,6,4,6,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - F4,0,18,16,18,0,0,0,0,0,0,0,0,0
2025-02-11,1143679,Torre,TH - F5,0,18,16,18,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,1 Bed 1 Bath,0,147,141,147,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,1 Bed 1 Bath ADA,0,4,3,4,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,1 Bed 1 Bath Loft,0,12,6,12,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,1 Bed 1 Bath w/ Den,0,31,30,31,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,1Bed1.5 Bath w/ Den,0,3,3,3,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,1Bed1Bath Loftw/ Den,0,3,2,3,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,2 Bed 2 Bath,0,147,142,147,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,2 Bed 2 Bath ADA,0,4,2,4,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,2 Bed 2 Bath Loft,0,9,8,9,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,2 Bed 2 Bath w/ Den,0,23,20,23,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,2Bed2Bath Loftw/ Den,0,1,1,1,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,COMMERCIAL,0,1,0,1,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1161867,Courts at Spring Mill Station,Studio,0,1,1,1,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,A1.1,0,3,2,3,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,A1.2,0,2,0,2,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,A2,0,4,4,4,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,A3,0,16,15,16,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,A4,0,16,15,16,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,A5.1,0,6,6,6,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,A5.2,0,6,6,6,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,A6,0,4,4,4,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,A7,0,8,8,8,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,B1,2,83,73,83,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,B1.2,0,7,6,7,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,B2,0,38,31,38,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,B3.1,0,4,3,4,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,B3.3,0,2,1,2,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,C1,0,16,15,16,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,C2,0,32,26,32,0,0,0,0,0,0,0,0,0
2025-02-11,1197886,The Caswell at Runnymeade,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,A1,0,1,0,1,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,B1,0,36,35,36,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,B2,0,34,33,34,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,C1,0,3,2,3,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,D1,0,180,166,180,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,D2,0,140,121,140,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,D3,0,64,55,64,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,D4,0,45,27,45,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,D5,0,36,31,36,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,E1,0,90,76,90,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,E1 Alt,0,45,33,45,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,E2,0,54,44,54,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,E3,0,45,42,45,0,0,0,0,0,0,0,0,0
2025-02-11,1197887,The Dean Reno,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,A,0,6,6,6,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,B,0,96,93,96,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,D1,0,256,222,256,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,D2,0,64,49,64,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,D3,0,192,154,192,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,E,0,120,116,120,0,0,0,0,0,0,0,0,0
2025-02-11,1311849,Venue at North Campus,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,100064798,The Stretch,2x2,0,144,141,144,0,0,0,0,0,0,0,0,0
2025-02-11,100064798,The Stretch,2x2 Loft,0,2,2,2,0,0,0,0,0,0,0,0,0
2025-02-11,100064798,The Stretch,3x3 Loft,0,3,0,3,0,0,0,0,0,0,0,0,0
2025-02-11,100064798,The Stretch,4x4,0,384,368,384,0,0,0,0,0,0,0,0,0
2025-02-11,100064798,The Stretch,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0
