xl_file,property_name,unit_type,excluded_units,rentable_units,avg_scheduled_charges,current_occupied,prior_total_new,current_total_new,prior_renewal,current_renewal,prior_total_leases,current_total_leases,prior_pre_lease_pct,current_pre_lease_pct,yoy_variance_pct,projected_availability
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Caswell At Runnymeade,A5.1,0,6,2760.4,6,3,4,0,1,3,5,0.5,0.8333333333333334,0.33333333333333337,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Caswell At Runnymeade,A5.2,0,6,2744.6666666666665,6,1,5,0,1,1,6,0.16666666666666666,1,0.8333333333333334,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Caswell At Runnymeade,A6,0,4,2767.25,4,0,4,0,0,0,4,0,1,1,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Caswell At Runnymeade,A7,0,8,2946.875,8,0,7,0,1,0,8,0,1,1,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Caswell At Runnymeade,B1,2,83,3144.3333333333335,54,11,49,0,5,11,54,0.13253012048192772,0.6506024096385542,0.5180722891566265,29
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Caswell At Runnymeade,B1.2,0,7,3273.3333333333335,6,1,5,0,1,1,6,0.14285714285714285,0.8571428571428571,0.7142857142857142,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Caswell At Runnymeade,B2,0,38,3337.0416666666665,23,2,23,0,1,2,24,0.05263157894736842,0.631578947368421,0.5789473684210527,14
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Caswell At Runnymeade,B3.1,0,4,3556.5,1,0,2,0,0,0,2,0,0.5,0.5,2
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Caswell At Runnymeade,B3.3,0,2,0,1,2,0,0,0,2,0,1,0,-1,2
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Caswell At Runnymeade,C1,0,16,3269.181818181818,11,0,11,0,0,0,11,0,0.6875,0.6875,5
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Caswell At Runnymeade,C2,0,32,4007.5925925925926,27,4,25,0,2,4,27,0.125,0.84375,0.71875,5
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Caswell At Runnymeade,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,A1,0,14,1963.2142857142858,9,10,5,4,9,14,14,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,A2 Deluxe,0,28,976.7857142857143,10,16,16,10,12,26,28,0.9285714285714286,1,0.0714285714285714,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,B1,0,28,1247.6785714285713,9,19,17,9,11,28,28,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,B2,0,28,1316.7241379310344,12,19,17,9,12,28,29,1,1.0357142857142858,0.03571428571428581,-1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,B3 XL,0,56,756.1111111111111,12,44,40,12,14,56,54,1,0.9642857142857143,-0.0357142857142857,2
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,B4 XL,0,56,780.5357142857143,34,36,16,14,40,50,56,0.8928571428571429,1,0.1071428571428571,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,D1,0,56,1041.888888888889,13,44,32,9,13,53,45,0.9464285714285714,0.8035714285714286,-0.1428571428571428,11
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,D2,0,56,943.8181818181819,7,35,48,16,7,51,55,0.9107142857142857,0.9821428571428571,0.0714285714285714,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,D3,0,56,1058.9454545454546,21,42,33,13,22,55,55,0.9821428571428571,0.9821428571428571,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,D4,0,56,1119.298245614035,17,43,40,11,17,54,57,0.9642857142857143,1.0178571428571428,0.05357142857142849,-1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,D5,0,56,1147.3214285714287,21,32,34,24,22,56,56,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,M1,0,84,1606.1904761904761,29,45,46,36,38,81,84,0.9642857142857143,1,0.0357142857142857,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,S1,0,42,1808.095238095238,20,21,21,22,21,43,42,1.0238095238095237,1,-0.023809523809523725,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,S2,0,28,1828.392857142857,8,15,16,12,12,27,28,0.9642857142857143,1,0.0357142857142857,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Campustown,S3 XL,0,28,1002.6785714285714,14,16,8,12,20,28,28,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,A1,0,1,2400,0,1,1,0,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,B1,0,36,1349.090909090909,12,34,20,0,13,34,33,0.9444444444444444,0.9166666666666666,-0.02777777777777779,3
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,B2,0,34,1459.1176470588234,17,31,18,0,16,31,34,0.9117647058823529,1,0.08823529411764708,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,C1,0,3,1405,2,3,1,0,1,3,2,1,0.6666666666666666,-0.33333333333333337,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,D1,0,180,1016.4342105263158,57,90,92,0,60,90,152,0.5,0.8444444444444444,0.34444444444444444,28
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,D2,0,140,992,24,76,80,0,32,76,112,0.5428571428571428,0.8,0.25714285714285723,28
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,D3,0,64,980.7916666666666,15,16,32,0,16,16,48,0.25,0.75,0.5,16
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,D4,0,45,938.2592592592592,5,24,21,0,6,24,27,0.5333333333333333,0.6,0.06666666666666665,18
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,D5,0,36,936.4827586206897,18,28,10,0,19,28,29,0.7777777777777778,0.8055555555555556,0.02777777777777779,7
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,E1,0,90,893.2236842105264,22,82,53,0,23,82,76,0.9111111111111111,0.8444444444444444,-0.06666666666666665,14
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,E1 Alt,0,45,897.78125,12,33,19,0,13,33,32,0.7333333333333333,0.7111111111111111,-0.022222222222222143,13
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,E2,0,54,709.6363636363636,20,49,24,0,20,49,44,0.9074074074074074,0.8148148148148148,-0.09259259259259267,10
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,E3,0,45,869.3846153846154,6,40,33,0,6,40,39,0.8888888888888888,0.8666666666666667,-0.022222222222222143,6
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Dean Reno,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,A1,0,36,1821.5277777777778,32,16,8,20,28,36,36,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,A2,0,4,1758.3333333333333,3,0,2,4,1,4,3,1,0.75,-0.25,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,A3,0,1,2425,1,0,1,1,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,B1,0,42,1201.7857142857142,34,9,15,34,27,43,42,1.0238095238095237,1,-0.023809523809523725,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,B2,0,4,1405,4,0,2,4,2,4,4,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,B3,0,2,1425,2,0,0,2,2,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,C1,0,3,1173.3333333333333,3,0,0,3,3,3,3,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,D1,0,252,1030.595238095238,205,111,120,140,132,251,252,0.996031746031746,1,0.003968253968253954,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,D2,0,4,1058.75,4,1,2,3,2,4,4,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,D3,0,40,1029,32,15,18,23,22,38,40,0.95,1,0.050000000000000044,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,E1,0,15,899,13,7,6,8,9,15,15,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,E2,0,30,914.5,28,14,9,16,21,30,30,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,E3,0,5,888,4,2,1,3,4,5,5,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,F1,0,6,827.5,6,0,4,6,2,6,6,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Rise At Northgate,S1,0,21,1640.7142857142858,18,11,11,10,10,21,21,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,A1,0,3,2888.3333333333335,1,2,2,2,1,4,3,1.3333333333333333,1,-0.33333333333333326,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,A2,0,1,2815,1,1,0,0,1,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,B1,0,2,1750,0,0,2,2,0,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,B2,0,10,1845,1,5,9,5,1,10,10,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,B3,0,4,1928.75,1,4,3,0,1,4,4,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,B4,0,2,1985,1,0,1,2,1,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,B5 - SHARED,0,44,997.2727272727273,11,31,33,8,11,39,44,0.8863636363636364,1,0.11363636363636365,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,B5.2 DELUXE,0,12,857.5,4,5,2,6,4,11,6,0.9166666666666666,0.5,-0.41666666666666663,6
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,B6 DELUXE,0,36,892.8571428571429,8,26,18,5,10,31,28,0.8611111111111112,0.7777777777777778,-0.08333333333333337,8
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,B7 - SEMI-SHARED,0,12,930.625,1,11,8,0,0,11,8,0.9166666666666666,0.6666666666666666,-0.25,4
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,B8 DELUXE,0,28,920,4,19,8,4,6,23,14,0.8214285714285714,0.5,-0.3214285714285714,14
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,B9 - SHARED,0,24,979.5833333333334,6,17,18,7,6,24,24,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,C1,0,3,1541.6666666666667,1,3,2,0,1,3,3,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,C2 - SEMI-SHARED,0,16,1323.6363636363637,1,11,8,2,3,13,11,0.8125,0.6875,-0.125,5
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,C3,0,21,1659.2857142857142,9,11,13,10,8,21,21,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,D1,0,28,1528.2857142857142,3,23,17,4,4,27,21,0.9642857142857143,0.75,-0.2142857142857143,7
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,D2 - SEMI-SHARED,0,5,1650.25,5,1,4,4,0,5,4,1,0.8,-0.19999999999999996,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,D3 - SEMI-SHARED,0,12,1428.4444444444443,0,6,7,0,2,6,9,0.5,0.75,0.25,3
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,D4 - SEMI-SHARED,0,12,1329.75,0,7,5,0,3,7,8,0.5833333333333334,0.6666666666666666,0.08333333333333326,4
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,S1,0,1,1145,1,0,0,1,1,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,S2,0,14,1231.4285714285713,9,2,6,12,8,14,14,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - C1,0,6,1564.1666666666667,5,5,0,1,6,6,6,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - C2,0,6,1433.3333333333333,4,5,2,1,4,6,6,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - C3,0,3,1795,0,1,3,2,0,3,3,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - C3.1,0,3,1733.3333333333333,2,1,1,2,2,3,3,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - C4,0,12,1559.5833333333333,2,8,10,4,2,12,12,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - D1,0,56,1514.4642857142858,10,39,46,16,10,55,56,0.9821428571428571,1,0.017857142857142905,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - D1.2,0,32,1444.8125,9,21,24,5,8,26,32,0.8125,1,0.1875,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - D2,0,8,1491.75,4,5,3,3,5,8,8,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - D3,0,4,1583.75,4,4,0,0,4,4,4,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - D4 - SEMI-SHARED,0,10,1343,1,9,10,1,0,10,10,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - D5,0,16,1494.6875,8,9,7,6,9,15,16,0.9375,1,0.0625,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - D6 - SEMI-SHARED,0,15,1506.25,9,9,4,5,8,14,12,0.9333333333333333,0.8,-0.1333333333333333,3
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - D8 - SEMI-SHARED,0,6,0,1,3,1,0,5,3,6,0.5,1,0.5,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - D9,0,15,1507,4,8,11,7,4,15,15,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - E1,0,10,1583,0,2,10,2,0,4,10,0.4,1,0.6,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - F1,0,18,1637.5,7,9,13,8,5,17,18,0.9444444444444444,1,0.05555555555555558,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - F2,0,6,1769.1666666666667,1,6,6,0,0,6,6,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - F3,0,6,1589,0,4,5,0,0,4,5,0.6666666666666666,0.8333333333333334,0.16666666666666674,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - F4,0,18,1517.8125,1,10,15,6,1,16,16,0.8888888888888888,0.8888888888888888,0,2
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Torre,TH - F5,0,18,1553.125,6,12,10,5,6,17,16,0.9444444444444444,0.8888888888888888,-0.05555555555555558,2
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Venue At North Campus,A,0,6,1690.6666666666667,3,1,3,4,3,5,6,0.8333333333333334,1,0.16666666666666663,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Venue At North Campus,B,0,96,1143.7894736842106,42,50,53,43,42,93,95,0.96875,0.9895833333333334,0.02083333333333337,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Venue At North Campus,D1,0,256,970.5833333333334,96,163,116,87,100,250,216,0.9765625,0.84375,-0.1328125,40
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Venue At North Campus,D2,0,64,986.3636363636364,19,39,35,25,20,64,55,1,0.859375,-0.140625,9
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Venue At North Campus,D3,0,192,963.0266666666666,83,134,65,58,85,192,150,1,0.78125,-0.21875,42
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Venue At North Campus,E,0,120,1009.8613445378152,48,70,72,49,47,119,119,0.9916666666666667,0.9916666666666667,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Venue At North Campus,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
